user_id,time,event_name,skill,value
9d-FLDfRYttiUnsUtaRIWQ,1569303016,Configuration Set,Soliciting Opinions,neutral
9d-FLDfRYttiUnsUtaRIWQ,1569303026,Configuration Set,Giving Opinions,neutral
9d-FLDfRYttiUnsUtaRIWQ,1569303038,Configuration Set,Positivity : Negativity Ratio,neutral
9d-FLDfRYttiUnsUtaRIWQ,1569303046,Configuration Set,Avoiding After-Hours Messaging,neutral
9eIf6H8cfHrK9HXh-xruLw,1569605665,Group Members Excluded,,
9eIf6H8cfHrK9HXh-xruLw,1569605683,Work Hours Set,,
9eIf6H8cfHrK9HXh-xruLw,1569948392,Configuration Set,Responsiveness,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948401,Configuration Set,Communication Frequency,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948409,Configuration Set,1 on 1 Meeting Time,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948424,Configuration Set,Giving Recognition,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948432,Configuration Set,Soliciting Opinions,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948439,Configuration Set,Giving Opinions,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948450,Configuration Set,Positivity : Negativity Ratio,neutral
9eIf6H8cfHrK9HXh-xruLw,1569948461,Configuration Set,Avoiding After-Hours Messaging,neutral
9eTtrIC_wyYgOMXxcTxJVw,1568824619,Proximity Set,,
9eTtrIC_wyYgOMXxcTxJVw,1568824652,Work Hours Set,,
9eTtrIC_wyYgOMXxcTxJVw,1569308279,Configuration Set,Responsiveness,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308282,Configuration Set,Communication Frequency,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308289,Configuration Set,1 on 1 Meeting Time,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308296,Configuration Set,Giving Recognition,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308299,Configuration Set,Soliciting Opinions,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308300,Configuration Set,Giving Opinions,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308308,Configuration Set,Positivity : Negativity Ratio,neutral
9eTtrIC_wyYgOMXxcTxJVw,1569308310,Configuration Set,Avoiding After-Hours Messaging,neutral
9qGBpf_UOjjFym1wet2pIQ,1569610625,Proximity Set,,
9qGBpf_UOjjFym1wet2pIQ,1569610659,Work Hours Set,,
9qGBpf_UOjjFym1wet2pIQ,1569798830,Configuration Set,Responsiveness,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798839,Configuration Set,Communication Frequency,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798858,Configuration Set,1 on 1 Meeting Time,low
9qGBpf_UOjjFym1wet2pIQ,1569798886,Configuration Set,Giving Recognition,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798942,Configuration Set,Soliciting Opinions,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798951,Configuration Set,Giving Opinions,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798967,Configuration Set,Positivity : Negativity Ratio,neutral
9qGBpf_UOjjFym1wet2pIQ,1569798983,Configuration Set,Avoiding After-Hours Messaging,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1568992195,Proximity Set,,
AN-6sB2kRIvQhUOd2wgc8Q,1568992217,Work Hours Set,,
AN-6sB2kRIvQhUOd2wgc8Q,1569295715,Configuration Set,Responsiveness,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295728,Configuration Set,Communication Frequency,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295739,Configuration Set,1 on 1 Meeting Time,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295822,Configuration Set,Giving Recognition,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295836,Configuration Set,Soliciting Opinions,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295845,Configuration Set,Giving Opinions,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295893,Configuration Set,Positivity : Negativity Ratio,neutral
AN-6sB2kRIvQhUOd2wgc8Q,1569295931,Configuration Set,Avoiding After-Hours Messaging,neutral
AgH9z5HqPV8A0n4YTaLepg,1568841408,Proximity Set,,
AgH9z5HqPV8A0n4YTaLepg,1568841431,Work Hours Set,,
B7QKDskIgYzq1JuS4iCOpQ,1571153144,Proximity Set,,
B7QKDskIgYzq1JuS4iCOpQ,1571153174,Work Hours Set,,
B7QKDskIgYzq1JuS4iCOpQ,1571162366,Configuration Set,Responsiveness,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162372,Configuration Set,Communication Frequency,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162379,Configuration Set,1 on 1 Meeting Time,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162395,Configuration Set,Giving Recognition,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162404,Configuration Set,Soliciting Opinions,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162414,Configuration Set,Soliciting Opinions,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162430,Configuration Set,Giving Opinions,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162442,Configuration Set,Positivity : Negativity Ratio,neutral
B7QKDskIgYzq1JuS4iCOpQ,1571162461,Configuration Set,Avoiding After-Hours Messaging,neutral
BMVaCcpshpwOvVbQUVlamg,1568909633,Proximity Set,,
BMVaCcpshpwOvVbQUVlamg,1568909640,Work Hours Set,,
BMVaCcpshpwOvVbQUVlamg,1569256212,Configuration Set,Responsiveness,neutral
BMVaCcpshpwOvVbQUVlamg,1569256218,Configuration Set,Communication Frequency,neutral
BMVaCcpshpwOvVbQUVlamg,1569256243,Configuration Set,1 on 1 Meeting Time,neutral
BMVaCcpshpwOvVbQUVlamg,1569256259,Configuration Set,Giving Recognition,neutral
BMVaCcpshpwOvVbQUVlamg,1569256271,Configuration Set,Soliciting Opinions,neutral
BMVaCcpshpwOvVbQUVlamg,1569256398,Feedback Submitted,,
BNU_NN70TtrepW6gz7rBog,1569281868,Proximity Set,,
BNU_NN70TtrepW6gz7rBog,1569281911,Work Hours Set,,
BNU_NN70TtrepW6gz7rBog,1569444090,Configuration Set,Responsiveness,high
BNU_NN70TtrepW6gz7rBog,1569444101,Configuration Set,Communication Frequency,neutral
BNU_NN70TtrepW6gz7rBog,1569444115,Configuration Set,1 on 1 Meeting Time,neutral
BNU_NN70TtrepW6gz7rBog,1569444136,Configuration Set,Giving Recognition,neutral
BNU_NN70TtrepW6gz7rBog,1569444158,Configuration Set,Soliciting Opinions,neutral
BNU_NN70TtrepW6gz7rBog,1569444182,Configuration Set,Giving Opinions,high
BNU_NN70TtrepW6gz7rBog,1569444211,Configuration Set,Positivity : Negativity Ratio,high
BNU_NN70TtrepW6gz7rBog,1569444225,Configuration Set,Avoiding After-Hours Messaging,high
BYl3tcZSx-z5_8YXi5vFQg,1575475812,Work Hours Set,,
BZ9nh9nR-NVoRLDuejbLKA,1568752109,Proximity Set,,
BZ9nh9nR-NVoRLDuejbLKA,1568752113,Work Hours Set,,
BkNPTuF3Z7UxkQnBrM-Enw,1568825910,Proximity Set,,
BkNPTuF3Z7UxkQnBrM-Enw,1568825931,Work Hours Set,,
BkNPTuF3Z7UxkQnBrM-Enw,1568995478,Configuration Set,Responsiveness,neutral
BkNPTuF3Z7UxkQnBrM-Enw,1568995489,Configuration Set,Communication Frequency,neutral
BkNPTuF3Z7UxkQnBrM-Enw,1568995498,Configuration Set,1 on 1 Meeting Time,neutral
BkNPTuF3Z7UxkQnBrM-Enw,1568995512,Configuration Set,Giving Recognition,neutral
BkNPTuF3Z7UxkQnBrM-Enw,1568995536,Configuration Set,Soliciting Opinions,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1568906997,Group Members Excluded,,
BkWZbCnwVS9BMiRcZ6WtSg,1568906999,Proximity Set,,
BkWZbCnwVS9BMiRcZ6WtSg,1568907091,Work Hours Set,,
BkWZbCnwVS9BMiRcZ6WtSg,1570545165,Configuration Set,Responsiveness,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545173,Configuration Set,Communication Frequency,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545184,Configuration Set,1 on 1 Meeting Time,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545194,Configuration Set,Giving Recognition,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545207,Configuration Set,Soliciting Opinions,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545214,Configuration Set,Giving Opinions,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545227,Configuration Set,Positivity : Negativity Ratio,neutral
BkWZbCnwVS9BMiRcZ6WtSg,1570545229,Configuration Set,Avoiding After-Hours Messaging,neutral
BxD7cxNER02_4MrS7EGXWg,1568841812,Work Hours Set,,
BxD7cxNER02_4MrS7EGXWg,1569343949,Configuration Set,Responsiveness,neutral
BxD7cxNER02_4MrS7EGXWg,1569343957,Configuration Set,Communication Frequency,neutral
BxD7cxNER02_4MrS7EGXWg,1569343962,Configuration Set,1 on 1 Meeting Time,neutral
BxD7cxNER02_4MrS7EGXWg,1569343971,Configuration Set,Giving Recognition,neutral
BxD7cxNER02_4MrS7EGXWg,1569343977,Configuration Set,Soliciting Opinions,neutral
BxD7cxNER02_4MrS7EGXWg,1569343984,Configuration Set,Giving Opinions,neutral
BxD7cxNER02_4MrS7EGXWg,1569343995,Configuration Set,Positivity : Negativity Ratio,neutral
BxD7cxNER02_4MrS7EGXWg,1569344010,Configuration Set,Avoiding After-Hours Messaging,neutral
BxD7cxNER02_4MrS7EGXWg,1570734147,Feedback Submitted,,
BxD7cxNER02_4MrS7EGXWg,1570811049,Work Hours Set,,
C74EEWaWMTp0Tx2w-g-YTg,1569353299,Proximity Set,,
C74EEWaWMTp0Tx2w-g-YTg,1569353317,Work Hours Set,,
C74EEWaWMTp0Tx2w-g-YTg,1569502797,Feedback Submitted,,
C74EEWaWMTp0Tx2w-g-YTg,1569512259,Configuration Set,Responsiveness,low
C74EEWaWMTp0Tx2w-g-YTg,1569512267,Configuration Set,Communication Frequency,neutral
C74EEWaWMTp0Tx2w-g-YTg,1569512270,Configuration Set,1 on 1 Meeting Time,low
C74EEWaWMTp0Tx2w-g-YTg,1569512279,Configuration Set,Giving Recognition,neutral
C74EEWaWMTp0Tx2w-g-YTg,1569512286,Configuration Set,Soliciting Opinions,low
C74EEWaWMTp0Tx2w-g-YTg,1569512290,Configuration Set,Giving Opinions,low
C74EEWaWMTp0Tx2w-g-YTg,1569512298,Configuration Set,Positivity : Negativity Ratio,high
C74EEWaWMTp0Tx2w-g-YTg,1569512303,Configuration Set,Avoiding After-Hours Messaging,low
C74EEWaWMTp0Tx2w-g-YTg,1569512357,Work Hours Set,,
CIJRazeDkwoereZRY5Z4Aw,1569867011,Proximity Set,,
CIJRazeDkwoereZRY5Z4Aw,1569867034,Work Hours Set,,
CIJRazeDkwoereZRY5Z4Aw,1569932074,Configuration Set,Responsiveness,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932088,Configuration Set,Communication Frequency,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932118,Configuration Set,1 on 1 Meeting Time,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932124,Configuration Set,Giving Recognition,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932126,Configuration Set,Soliciting Opinions,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932147,Configuration Set,Giving Opinions,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932160,Configuration Set,Positivity : Negativity Ratio,neutral
CIJRazeDkwoereZRY5Z4Aw,1569932174,Configuration Set,Avoiding After-Hours Messaging,neutral
CS3OxaGwRmUM7l4Gn3_Xag,1568759539,Proximity Set,,
CS3OxaGwRmUM7l4Gn3_Xag,1568759565,Work Hours Set,,
Cdu3FOmcy8LavZLLjN0b-A,1568837839,Proximity Set,,
Cdu3FOmcy8LavZLLjN0b-A,1568837862,Work Hours Set,,
Cdu3FOmcy8LavZLLjN0b-A,1569025323,Configuration Set,Responsiveness,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025328,Configuration Set,Communication Frequency,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025334,Configuration Set,1 on 1 Meeting Time,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025348,Configuration Set,Giving Recognition,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025353,Configuration Set,Soliciting Opinions,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025355,Configuration Set,Giving Opinions,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025375,Configuration Set,Positivity : Negativity Ratio,neutral
Cdu3FOmcy8LavZLLjN0b-A,1569025385,Configuration Set,Avoiding After-Hours Messaging,neutral
DF3u0vsonsC6CSLYkdliJQ,1568915726,Proximity Set,,
DF3u0vsonsC6CSLYkdliJQ,1568915742,Work Hours Set,,
DF3u0vsonsC6CSLYkdliJQ,1569251168,Configuration Set,Responsiveness,neutral
DF3u0vsonsC6CSLYkdliJQ,1569251182,Configuration Set,Communication Frequency,neutral
DF3u0vsonsC6CSLYkdliJQ,1569251194,Configuration Set,1 on 1 Meeting Time,high
DF3u0vsonsC6CSLYkdliJQ,1569251216,Configuration Set,Giving Recognition,high
DF3u0vsonsC6CSLYkdliJQ,1569251223,Configuration Set,Soliciting Opinions,neutral
DF3u0vsonsC6CSLYkdliJQ,1569251232,Configuration Set,Giving Opinions,neutral
DF3u0vsonsC6CSLYkdliJQ,1569251241,Configuration Set,Positivity : Negativity Ratio,neutral
DF3u0vsonsC6CSLYkdliJQ,1569251261,Configuration Set,Avoiding After-Hours Messaging,neutral
DOJSQD3UV88j91QoHSnznw,1568827232,Proximity Set,,
DOJSQD3UV88j91QoHSnznw,1568827243,Work Hours Set,,
DOJSQD3UV88j91QoHSnznw,1568993023,Configuration Set,Responsiveness,neutral
DOJSQD3UV88j91QoHSnznw,1568993041,Configuration Set,Communication Frequency,neutral
DOJSQD3UV88j91QoHSnznw,1568993044,Configuration Set,1 on 1 Meeting Time,neutral
DOJSQD3UV88j91QoHSnznw,1568993055,Configuration Set,Giving Recognition,neutral
DOJSQD3UV88j91QoHSnznw,1568993073,Configuration Set,Soliciting Opinions,neutral
DOJSQD3UV88j91QoHSnznw,1568993075,Configuration Set,Giving Opinions,neutral
DOJSQD3UV88j91QoHSnznw,1568993092,Configuration Set,Positivity : Negativity Ratio,neutral
DOJSQD3UV88j91QoHSnznw,1568993094,Configuration Set,Avoiding After-Hours Messaging,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569620053,Proximity Set,,
DOfHmQfulqpJeJ4ugNIQrQ,1569620071,Work Hours Set,,
DOfHmQfulqpJeJ4ugNIQrQ,1569646469,Configuration Set,Responsiveness,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646475,Configuration Set,Communication Frequency,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646488,Configuration Set,Communication Frequency,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646501,Configuration Set,1 on 1 Meeting Time,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646511,Configuration Set,Giving Recognition,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646520,Configuration Set,Soliciting Opinions,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646528,Configuration Set,Giving Opinions,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646536,Configuration Set,Positivity : Negativity Ratio,neutral
DOfHmQfulqpJeJ4ugNIQrQ,1569646546,Configuration Set,Avoiding After-Hours Messaging,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568752816,Proximity Set,,
DWzsOtsn7HmdhZnHUfLERQ,1568752860,Work Hours Set,,
DWzsOtsn7HmdhZnHUfLERQ,1568913300,Configuration Set,Responsiveness,high
DWzsOtsn7HmdhZnHUfLERQ,1568913308,Configuration Set,Communication Frequency,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913313,Configuration Set,1 on 1 Meeting Time,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913334,Configuration Set,Giving Recognition,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913340,Configuration Set,Soliciting Opinions,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913350,Configuration Set,Giving Opinions,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913360,Configuration Set,Positivity : Negativity Ratio,neutral
DWzsOtsn7HmdhZnHUfLERQ,1568913370,Configuration Set,Avoiding After-Hours Messaging,neutral
DdKUlfI26_ZaX2M4n3bsBw,1568920165,Proximity Set,,
DdKUlfI26_ZaX2M4n3bsBw,1568920180,Work Hours Set,,
DdKUlfI26_ZaX2M4n3bsBw,1569243468,Configuration Set,Responsiveness,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243474,Configuration Set,Communication Frequency,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243478,Configuration Set,1 on 1 Meeting Time,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243492,Configuration Set,Giving Recognition,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243498,Configuration Set,Soliciting Opinions,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243504,Configuration Set,Giving Opinions,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243537,Configuration Set,Positivity : Negativity Ratio,neutral
DdKUlfI26_ZaX2M4n3bsBw,1569243555,Configuration Set,Avoiding After-Hours Messaging,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569255096,Proximity Set,,
DzR0G_O02ozgzKhGTpKUdQ,1569255134,Work Hours Set,,
DzR0G_O02ozgzKhGTpKUdQ,1569335210,Configuration Set,Responsiveness,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335221,Configuration Set,Communication Frequency,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335237,Configuration Set,1 on 1 Meeting Time,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335248,Configuration Set,Giving Recognition,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335258,Configuration Set,Soliciting Opinions,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335270,Configuration Set,Giving Opinions,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335283,Configuration Set,Positivity : Negativity Ratio,neutral
DzR0G_O02ozgzKhGTpKUdQ,1569335309,Configuration Set,Avoiding After-Hours Messaging,neutral
EDbMC2BwwUiwQ1strtVRxA,1568825887,Proximity Set,,
EDbMC2BwwUiwQ1strtVRxA,1568825908,Work Hours Set,,
EUH31LkGwUxuYXx3rnGHTw,1569603198,Group Members Excluded,,
EUH31LkGwUxuYXx3rnGHTw,1569603227,Work Hours Set,,
Ew69J9BF-BrFrSY4WjC1lA,1568993257,Proximity Set,,
Ew69J9BF-BrFrSY4WjC1lA,1568993283,Work Hours Set,,
FNgIGUuKOjw_bzHN34vWqA,1569361311,Proximity Set,,
FNgIGUuKOjw_bzHN34vWqA,1569361315,Work Hours Set,,
Fa6bN2JGh0rCxFCXeq2gEQ,1568825100,Proximity Set,,
Fa6bN2JGh0rCxFCXeq2gEQ,1568825166,Work Hours Set,,
Fa6bN2JGh0rCxFCXeq2gEQ,1568993539,Configuration Set,Responsiveness,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993569,Configuration Set,Communication Frequency,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993579,Configuration Set,1 on 1 Meeting Time,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993613,Configuration Set,Giving Recognition,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993665,Configuration Set,Soliciting Opinions,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993725,Configuration Set,Giving Opinions,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993748,Configuration Set,Positivity : Negativity Ratio,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1568993753,Configuration Set,Avoiding After-Hours Messaging,neutral
Fa6bN2JGh0rCxFCXeq2gEQ,1569341280,Feedback Submitted,Giving Recognition,
FqChXd4vyNbigsEs0MaoJA,1569255610,Work Hours Set,,
FqChXd4vyNbigsEs0MaoJA,1575565801,Configuration Set,Responsiveness,neutral
FqChXd4vyNbigsEs0MaoJA,1575565809,Configuration Set,Communication Frequency,neutral
FqChXd4vyNbigsEs0MaoJA,1575565822,Configuration Set,1 on 1 Meeting Time,neutral
FqChXd4vyNbigsEs0MaoJA,1575565841,Configuration Set,Giving Recognition,neutral
FqChXd4vyNbigsEs0MaoJA,1575565856,Configuration Set,Soliciting Opinions,neutral
FqChXd4vyNbigsEs0MaoJA,1575565865,Configuration Set,Giving Opinions,neutral
FqChXd4vyNbigsEs0MaoJA,1575565876,Configuration Set,Positivity : Negativity Ratio,neutral
FqChXd4vyNbigsEs0MaoJA,1575565886,Configuration Set,Avoiding After-Hours Messaging,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1568914129,Proximity Set,,
G3zVW_CgxS1QXIpeFtg5Hg,1568914141,Work Hours Set,,
G3zVW_CgxS1QXIpeFtg5Hg,1569188618,Configuration Set,Responsiveness,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188625,Configuration Set,Communication Frequency,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188635,Configuration Set,1 on 1 Meeting Time,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188643,Configuration Set,Giving Recognition,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188652,Configuration Set,Soliciting Opinions,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188658,Configuration Set,Giving Opinions,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188669,Configuration Set,Positivity : Negativity Ratio,neutral
G3zVW_CgxS1QXIpeFtg5Hg,1569188679,Configuration Set,Avoiding After-Hours Messaging,neutral
GHrdpsL6BgO1C2ak9RV7Og,1571676411,Work Hours Set,,
GHrdpsL6BgO1C2ak9RV7Og,1571678283,Configuration Set,Responsiveness,high
GHrdpsL6BgO1C2ak9RV7Og,1571678294,Configuration Set,Communication Frequency,neutral
GHrdpsL6BgO1C2ak9RV7Og,1571678330,Configuration Set,1 on 1 Meeting Time,neutral
GHrdpsL6BgO1C2ak9RV7Og,1571678340,Configuration Set,Giving Recognition,high
GHrdpsL6BgO1C2ak9RV7Og,1571678348,Configuration Set,Soliciting Opinions,high
GHrdpsL6BgO1C2ak9RV7Og,1571679417,Configuration Set,Giving Opinions,neutral
GHrdpsL6BgO1C2ak9RV7Og,1571679442,Configuration Set,Positivity : Negativity Ratio,neutral
GHrdpsL6BgO1C2ak9RV7Og,1571679454,Configuration Set,Avoiding After-Hours Messaging,low
GgcvakBAXzAyjAbLwpiDaw,1568810905,Proximity Set,,
GgcvakBAXzAyjAbLwpiDaw,1568810916,Work Hours Set,,
GgcvakBAXzAyjAbLwpiDaw,1569854345,Configuration Set,Responsiveness,neutral
GgcvakBAXzAyjAbLwpiDaw,1569854358,Configuration Set,Communication Frequency,neutral
GgcvakBAXzAyjAbLwpiDaw,1569854370,Configuration Set,1 on 1 Meeting Time,neutral
GgcvakBAXzAyjAbLwpiDaw,1569854379,Configuration Set,Giving Recognition,neutral
GgcvakBAXzAyjAbLwpiDaw,1569854387,Configuration Set,Soliciting Opinions,neutral
GgcvakBAXzAyjAbLwpiDaw,1569854397,Configuration Set,Giving Opinions,high
GgcvakBAXzAyjAbLwpiDaw,1569854408,Configuration Set,Positivity : Negativity Ratio,high
GgcvakBAXzAyjAbLwpiDaw,1569854417,Configuration Set,Avoiding After-Hours Messaging,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569337422,Proximity Set,,
Gm91zeheZTm8T5e3aw4e3Q,1569337454,Work Hours Set,,
Gm91zeheZTm8T5e3aw4e3Q,1569605803,Configuration Set,Responsiveness,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605810,Configuration Set,Communication Frequency,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605819,Configuration Set,1 on 1 Meeting Time,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605831,Configuration Set,Giving Recognition,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605845,Configuration Set,Soliciting Opinions,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605856,Configuration Set,Giving Opinions,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605874,Configuration Set,Positivity : Negativity Ratio,neutral
Gm91zeheZTm8T5e3aw4e3Q,1569605885,Configuration Set,Avoiding After-Hours Messaging,neutral
Hfl3PImWKk-PQak01cRcZw,1569333914,Proximity Set,,
Hfl3PImWKk-PQak01cRcZw,1569333973,Work Hours Set,,
Hfl3PImWKk-PQak01cRcZw,1569420335,Configuration Set,Responsiveness,neutral
Hfl3PImWKk-PQak01cRcZw,1569420353,Configuration Set,Communication Frequency,neutral
Hfl3PImWKk-PQak01cRcZw,1569420373,Configuration Set,1 on 1 Meeting Time,neutral
Hfl3PImWKk-PQak01cRcZw,1569420391,Configuration Set,Giving Recognition,neutral
Hfl3PImWKk-PQak01cRcZw,1569420402,Configuration Set,Soliciting Opinions,neutral
Hfl3PImWKk-PQak01cRcZw,1569420410,Configuration Set,Giving Opinions,neutral
Hfl3PImWKk-PQak01cRcZw,1569420423,Configuration Set,Positivity : Negativity Ratio,neutral
Hfl3PImWKk-PQak01cRcZw,1569420431,Configuration Set,Avoiding After-Hours Messaging,neutral
Hfl3PImWKk-PQak01cRcZw,1569509813,Work Hours Set,,
HsKIuCvpgiFBoLcvhIsO-w,1568930907,Proximity Set,,
HsKIuCvpgiFBoLcvhIsO-w,1568930957,Work Hours Set,,
HsKIuCvpgiFBoLcvhIsO-w,1569257238,Configuration Set,Responsiveness,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257244,Configuration Set,Communication Frequency,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257251,Configuration Set,1 on 1 Meeting Time,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257264,Configuration Set,Giving Recognition,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257269,Configuration Set,Soliciting Opinions,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257272,Configuration Set,Giving Opinions,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257281,Configuration Set,Positivity : Negativity Ratio,neutral
HsKIuCvpgiFBoLcvhIsO-w,1569257286,Configuration Set,Avoiding After-Hours Messaging,neutral
Hw21gePFMM3wceDrqtQqGA,1569347444,Group Members Excluded,,
Hw21gePFMM3wceDrqtQqGA,1569347446,Proximity Set,,
Hw21gePFMM3wceDrqtQqGA,1569347507,Work Hours Set,,
Hw21gePFMM3wceDrqtQqGA,1575578077,Work Hours Set,,
IAh4j-csUlPSVkrPa0LKXg,1568825048,Proximity Set,,
IAh4j-csUlPSVkrPa0LKXg,1568825062,Work Hours Set,,
IAh4j-csUlPSVkrPa0LKXg,1568992169,Configuration Set,Responsiveness,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992176,Configuration Set,Communication Frequency,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992211,Configuration Set,1 on 1 Meeting Time,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992220,Configuration Set,Giving Recognition,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992239,Configuration Set,Soliciting Opinions,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992245,Configuration Set,Giving Opinions,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992260,Configuration Set,Positivity : Negativity Ratio,neutral
IAh4j-csUlPSVkrPa0LKXg,1568992275,Configuration Set,Avoiding After-Hours Messaging,neutral
IBJflReKlvS2ohGRRoACcg,1570742675,Proximity Set,,
IBJflReKlvS2ohGRRoACcg,1570742704,Work Hours Set,,
